age,job,marital,education,default,housing,loan,contact,month,day_of_week,mean,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
32,3,0,5,0,0,0,0,6,1,80,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,5,0,4,0,0,0,0,6,1,186,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
49,4,1,2,0,1,0,0,6,1,195,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
54,9,1,4,0,0,0,0,6,1,119,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
48,7,1,5,0,0,0,0,6,1,115,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
39,3,1,5,0,0,0,0,6,1,145,8,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,3,0,5,0,0,0,0,6,1,145,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,1,5,0,1,0,0,6,1,126,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,1,5,0,0,0,0,6,1,100,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
46,4,1,2,2,1,0,0,6,1,204,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
38,5,1,5,0,1,0,0,6,1,178,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,0,5,0,1,0,0,6,1,202,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,1,1,1,2,0,1,0,6,1,41,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,5,1,5,0,0,0,0,6,1,125,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,5,1,6,0,0,0,1,6,1,225,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
55,5,1,6,2,1,0,0,6,1,160,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,5,1,5,0,1,0,0,6,1,139,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,4,1,3,2,1,0,0,6,1,118,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,3,1,5,2,0,0,0,6,1,97,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
48,7,1,5,0,1,0,0,6,1,127,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,5,1,5,0,0,0,0,6,1,391,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
46,4,1,2,2,1,0,0,6,1,143,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
46,4,1,2,2,0,1,0,6,1,166,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
56,3,1,3,0,1,0,0,6,1,130,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
35,3,0,5,0,1,1,0,6,1,398,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,1,6,0,1,0,0,6,1,276,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
48,5,0,5,2,1,0,0,6,1,159,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,1,6,0,1,0,0,6,1,452,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
40,3,1,5,2,0,0,0,6,1,73,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,0,6,0,0,0,0,6,1,129,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,0,4,0,1,0,0,6,1,195,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,0,4,0,1,0,0,6,1,167,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
59,3,1,1,2,1,0,0,6,1,306,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
45,5,0,5,2,0,0,0,6,1,117,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,3,4,0,1,1,0,6,1,194,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,7,1,5,0,0,0,0,6,1,133,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,5,1,5,0,1,0,0,6,1,156,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
50,5,1,4,2,0,0,0,6,1,679,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
52,3,1,5,2,1,0,0,6,1,175,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
37,5,1,4,0,0,0,0,6,1,190,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
58,5,3,6,2,1,0,0,6,1,109,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,1,6,0,1,0,0,6,1,409,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,9,0,5,0,1,0,0,6,1,176,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,2,1,1,0,1,0,0,6,1,122,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
50,4,1,1,0,1,0,0,6,1,406,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
58,9,1,5,0,1,1,0,6,1,598,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,0,5,0,0,1,0,6,1,92,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,3,1,5,0,0,1,0,6,1,113,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
44,4,1,2,0,1,1,0,6,1,222,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,0,4,0,1,0,0,6,1,183,13,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,3,5,0,1,0,0,6,1,90,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
34,5,1,4,2,0,0,0,6,1,188,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,0,5,0,1,1,0,6,1,275,6,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,0,5,0,1,0,0,6,1,96,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
41,3,1,5,2,0,0,0,6,1,21,17,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
52,3,1,4,0,1,0,0,6,1,163,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,3,1,5,2,0,0,0,6,1,28,13,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
35,10,3,6,2,2,2,0,6,1,950,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,1
42,3,3,5,0,0,0,0,6,1,56,7,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
58,3,3,5,0,1,0,0,6,1,679,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
38,5,0,6,0,1,0,0,6,1,99,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,5,0,4,0,1,0,0,6,1,129,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,3,1,5,2,1,0,0,6,1,120,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,3,0,5,0,0,1,0,6,1,35,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
54,5,1,6,2,1,0,0,6,1,687,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,1
36,3,0,5,0,1,0,0,6,1,74,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
42,5,3,6,0,1,0,0,6,1,94,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,5,1,5,0,0,0,0,6,1,224,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
37,5,1,5,0,0,0,0,6,1,158,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,3,1,4,0,1,0,0,6,1,292,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
46,3,1,5,0,1,0,0,6,1,208,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
37,9,0,5,0,1,0,0,6,1,121,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
44,12,1,7,2,2,2,0,6,1,163,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,5,1,4,0,1,0,0,6,1,155,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
49,2,0,6,0,1,0,0,6,1,73,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
52,3,1,5,0,1,0,0,6,1,469,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
59,4,1,1,0,1,0,0,6,1,115,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
54,4,1,1,0,0,0,0,6,1,146,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,1,6,0,0,0,0,6,1,1241,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
54,4,1,1,0,0,1,0,6,1,299,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,3,0,5,0,0,0,0,6,1,128,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
43,3,1,5,0,0,1,0,6,1,209,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
43,3,1,5,0,0,0,0,6,1,166,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,0,5,0,1,1,0,6,1,131,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
58,6,1,5,2,0,0,0,6,1,587,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,5,0,5,0,1,0,0,6,1,58,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,0,5,0,1,0,0,6,1,191,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,3,5,0,0,0,0,6,1,274,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
48,5,1,4,2,1,1,0,6,1,126,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
48,5,1,4,2,0,1,0,6,1,171,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
34,3,1,5,0,1,1,0,6,1,80,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
41,5,1,5,0,1,0,0,6,1,95,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
34,3,1,5,0,0,1,0,6,1,128,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,2,1,1,0,1,1,0,6,1,220,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,1,5,0,1,0,0,6,1,168,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,3,0,5,0,0,1,0,6,1,360,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
48,5,1,6,1,0,0,0,6,1,66,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
48,5,1,6,1,1,0,0,6,1,133,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
52,5,3,6,0,1,0,0,6,1,12,10,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
49,3,1,4,0,1,1,0,6,1,120,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,8,0,6,0,1,1,1,6,1,69,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
40,3,1,4,0,0,0,0,6,1,119,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
59,4,1,1,0,1,0,0,6,1,258,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
40,3,1,4,0,1,0,0,6,1,195,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,5,0,5,0,0,0,0,6,1,696,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
54,3,1,5,2,0,0,0,6,1,434,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
40,3,1,4,0,1,0,0,6,1,105,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
40,3,1,4,0,1,1,0,6,1,172,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,3,1,5,0,1,0,0,6,1,387,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,7,1,5,0,1,0,0,6,1,377,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,0,4,0,0,0,0,6,1,243,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
49,4,1,3,2,1,0,0,6,1,60,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,8,1,5,0,0,0,0,6,1,91,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,8,1,5,0,1,0,0,6,1,103,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
49,4,1,3,2,0,0,0,6,1,281,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
40,7,1,5,2,1,0,0,6,1,110,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,8,1,6,2,1,1,0,6,1,100,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,1,6,0,1,0,0,6,1,111,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
49,12,1,4,2,0,1,0,6,1,144,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,1,6,0,1,0,0,6,1,205,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
45,4,1,1,2,1,0,0,6,1,528,7,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
59,3,1,1,2,1,1,0,6,1,292,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,0,5,0,1,0,0,6,1,116,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,1,6,0,0,0,0,6,1,120,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
41,4,3,3,0,0,0,0,6,1,102,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,1,4,0,1,1,0,6,1,92,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,1,4,0,1,0,0,6,1,108,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,1,4,0,1,0,0,6,1,124,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,1,4,0,0,0,0,6,1,142,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,1,4,0,0,0,0,6,1,79,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,1,4,0,0,0,0,6,1,41,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,1,5,2,1,0,0,6,1,153,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,7,1,5,0,0,0,0,6,1,551,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
50,4,1,1,0,1,0,0,6,1,98,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
54,7,1,5,2,0,0,0,6,1,97,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,3,1,5,2,1,0,0,6,1,181,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
37,5,1,6,0,0,0,0,6,1,386,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,9,1,5,0,0,0,0,6,1,135,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
35,5,1,6,2,0,0,0,6,1,349,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,0,5,0,0,1,0,6,1,358,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,1,5,0,1,0,0,6,1,154,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
54,4,1,1,0,1,0,0,6,1,153,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
40,3,1,5,0,1,1,0,6,1,197,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,3,0,5,0,1,0,0,6,1,245,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,3,0,5,0,1,0,0,6,1,168,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,1,5,0,0,0,0,6,1,111,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,3,0,5,0,0,0,0,6,1,288,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,0,5,0,1,1,0,6,1,69,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,1,5,0,0,1,0,6,1,438,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
45,3,0,5,0,0,1,0,6,1,28,11,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
50,5,1,4,2,0,0,0,6,1,280,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
49,3,1,4,0,0,0,0,6,1,15,13,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,1,5,0,0,1,0,6,1,824,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,0,5,0,1,0,0,6,1,451,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
45,4,1,7,0,0,0,0,6,1,194,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,1,4,0,1,0,0,6,1,385,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
54,5,1,6,0,0,0,0,6,1,99,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
35,7,1,5,0,0,0,0,6,1,471,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,5,0,5,0,1,0,0,6,1,486,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
39,5,3,4,0,1,1,0,6,1,156,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
54,4,1,1,0,1,1,0,6,1,53,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
56,6,1,1,0,0,0,0,6,1,933,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,1
29,7,0,5,0,1,0,0,6,1,139,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,0,5,0,2,2,0,6,1,40,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,5,1,5,2,1,0,0,6,1,328,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,7,1,4,0,1,0,0,6,1,19,12,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,3,0,5,0,1,0,0,6,1,144,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
45,5,1,4,0,1,0,0,6,1,42,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
42,5,1,6,2,1,0,0,6,1,1059,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
41,3,3,5,0,0,0,0,6,1,117,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
34,5,0,5,0,1,0,0,6,1,149,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,0,5,0,1,0,0,6,1,1032,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,1
32,5,0,5,0,1,1,0,6,1,231,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,0,5,0,1,0,0,6,1,80,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,3,1,5,0,1,1,0,6,1,141,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
45,5,1,4,0,1,1,0,6,1,474,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
38,8,0,5,0,1,1,0,6,1,153,6,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
35,5,1,6,0,0,0,0,6,1,98,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,0,6,0,0,0,0,6,1,405,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
35,5,1,6,0,1,1,0,6,1,202,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
44,4,1,1,0,1,0,0,6,1,294,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
50,3,1,2,0,0,0,0,6,1,178,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,1,5,2,0,0,0,6,1,130,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
50,3,1,2,0,1,0,0,6,1,264,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,0,5,0,0,1,0,6,1,729,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
43,8,1,6,0,0,0,1,6,1,18,12,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,5,0,5,0,1,1,0,6,1,285,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,5,0,5,0,1,0,0,6,1,367,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
44,3,1,3,2,1,1,0,6,1,86,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
48,4,1,1,0,0,0,0,6,1,155,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,2,1,5,0,1,0,0,6,1,88,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,0,5,0,1,1,0,6,1,220,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,2,1,5,0,1,0,0,6,1,174,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
38,5,1,6,2,1,0,0,6,1,134,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
43,5,1,4,0,1,0,0,6,1,88,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,0,5,0,1,1,0,6,1,199,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,5,0,5,0,1,0,0,6,1,178,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,4,1,2,0,1,0,0,6,1,373,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
35,5,1,6,0,0,0,0,6,1,211,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
38,3,1,5,2,1,0,0,6,1,173,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,1,4,2,1,0,0,6,1,68,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
56,4,1,1,0,0,0,0,6,1,44,1,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
34,3,0,5,2,0,1,0,6,1,285,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,5,0,5,0,0,0,0,6,1,302,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,0,6,0,1,0,0,6,1,171,6,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,3,0,5,2,1,0,0,6,1,158,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,3,4,0,0,0,0,6,1,271,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
37,5,0,5,0,0,0,0,6,1,59,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,5,0,5,2,0,0,0,6,1,61,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
44,7,1,5,0,1,0,0,6,1,61,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
35,5,1,6,0,1,0,0,6,1,105,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,1,5,0,1,0,0,6,1,118,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
55,2,1,4,0,1,0,0,6,1,392,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,0,5,2,2,2,0,6,1,313,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,5,0,5,0,1,0,0,6,1,82,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,1,5,2,0,0,0,6,1,109,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,5,0,4,0,1,0,0,6,1,78,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
52,8,1,1,0,0,0,0,6,1,121,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,3,0,6,0,0,0,0,6,1,97,7,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
55,6,1,4,2,1,1,0,6,1,37,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,0,5,0,1,1,0,6,1,221,8,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
40,3,3,5,2,0,0,1,6,1,105,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
52,4,1,3,0,0,0,0,6,1,329,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
53,9,1,1,0,0,0,0,6,1,268,11,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,5,1,4,0,1,0,0,6,1,160,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
60,6,1,1,2,0,0,0,6,1,332,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
46,2,1,4,2,0,0,0,6,1,205,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
46,4,1,2,2,1,0,0,6,1,398,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,5,1,4,0,1,0,0,6,1,599,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
41,5,0,6,2,0,1,0,6,1,102,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,0,4,2,1,0,0,6,1,82,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,5,0,5,0,1,0,0,6,1,290,9,28,0,2,1.4,93.444,-36.1,4.963,5228.1,1
56,6,1,4,0,1,0,0,6,1,109,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
33,3,0,5,0,1,1,0,6,1,238,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
37,2,1,4,0,0,0,0,6,1,249,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,5,0,4,0,1,1,0,6,1,629,7,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,5,0,5,2,0,1,0,6,1,137,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
52,3,1,4,0,1,0,0,6,1,231,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
34,3,0,5,0,0,0,0,6,1,119,6,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,4,1,2,0,1,0,0,6,1,308,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,3,1,5,2,0,0,0,6,1,609,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
56,4,1,1,2,1,0,0,6,1,147,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
43,7,1,5,0,0,0,0,6,1,123,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
41,5,0,6,2,1,0,0,6,1,57,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
39,3,3,5,0,0,0,0,6,1,199,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
35,5,1,6,0,0,0,0,6,1,219,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,3,0,5,0,1,0,0,6,1,386,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
29,3,0,5,0,1,0,0,6,1,112,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
45,5,3,6,0,0,0,0,6,1,706,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
30,3,0,5,0,1,0,0,6,1,173,9,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
52,3,3,7,0,0,0,0,6,1,228,5,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
40,5,3,5,0,0,0,0,6,1,207,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
32,3,1,5,0,2,2,0,6,1,347,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
47,4,1,2,0,0,0,0,6,1,256,2,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
36,5,1,5,0,1,0,0,6,1,85,4,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
55,1,1,1,0,1,0,0,6,1,117,3,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
31,5,0,5,0,0,1,0,6,1,60,6,28,0,2,1.4,93.444,-36.1,4.963,5228.1,0
